group_id: [81,15]

Description: C3 x C3 x C3 x C3

   Subgroups           rho
  1                   1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3                  1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3             1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3        1
  C3 x C3 x C3 x C3   1
