group_id: [104,13]

Description: C2 x C2 x D13

   Subgroups       rho
  1               1
  C2              1
  C2              1
  C2              1
  C2              1
  C2              1
  C2              1
  C2              1
  C2 x C2         1
  C2 x C2         1
  C2 x C2         1
  C2 x C2         1
  C2 x C2         1
  C2 x C2         1
  C2 x C2         1
  C2 x C2 x C2    1
  C13             1
  C26             1
  C26             1
  C26             1
  D13             1
  D13             1
  D13             1
  D13             1
  D26             1
  C26 x C2        1
  D26             1
  D26             1
  D26             1
  D26             1
  D26             1
  C2 x C2 x D13   1
