group_id: [180,24]

Description: (C3 x C3) : (C5 : C4)

   Subgroups               rho
  1                       1
  C2                      1
  C3                      1
  C3                      1
  C4                      1
  C5                      1
  S3                      1
  S3                      1
  C3 x C3                 1
  C10                     1
  C15                     1
  C15                     1
  (C3 x C3) : C2          1
  C5 : C4                 1
  C5 x S3                 1
  C5 x S3                 1
  (C3 x C3) : C4          1
  C15 x C3                1
  C5 x ((C3 x C3) : C2)   1
  (C3 x C3) : (C5 : C4)   1
